date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-08-07 00:00:00+00:00,1498.37,1520.09,1486.27,1509.04,1386294,74.8329814794,75.9177418241,74.2286720792,75.3658724959,27725880,0.0,1.0
2020-08-10 00:00:00+00:00,1496.82,1507.15,1477.4901,1490.8,1027329,74.7555699446,75.2714803664,73.7901781865,74.4549135323,20546580,0.0,1.0
2020-08-11 00:00:00+00:00,1480.54,1510.44,1478.19,1494.0,1554853,73.9424991153,75.4357925917,73.8251332401,74.6147308944,31097060,0.0,1.0
2020-08-12 00:00:00+00:00,1507.24,1511.67,1485.0,1487.1245,1126560,75.2759752297,75.4972223903,74.1652445637,74.2713483092,22531200,0.0,1.0
2020-08-13 00:00:00+00:00,1516.65,1536.9744,1508.21,1508.21,1119711,75.7459381599,76.7609981576,75.3244198676,75.3244198676,22394220,0.0,1.0
2020-08-14 00:00:00+00:00,1504.63,1519.785,1499.0,1513.61,1097059,75.1456241938,75.9025092318,74.8644455225,75.594111666,21941180,0.0,1.0
2020-08-17 00:00:00+00:00,1516.24,1523.78,1505.0,1515.97,998010,75.7254615604,76.1020312197,75.1641030763,75.7119769705,19960200,0.0,1.0
2020-08-18 00:00:00+00:00,1555.78,1557.37,1521.665,1526.12,1418850,77.7002048399,77.7796140917,75.996401932,76.2188976657,28377000,0.0,1.0
2020-08-19 00:00:00+00:00,1544.61,1568.86,1540.0,1552.49,1523592,77.1423423606,78.3534583072,76.9121054734,77.5358926146,30471840,0.0,1.0
2020-08-20 00:00:00+00:00,1576.25,1580.17,1534.46,1539.97,1319131,78.7225365276,78.9183127961,76.6354216654,76.9106071857,26382620,0.0,1.0
2020-08-21 00:00:00+00:00,1575.57,1591.88,1562.31,1571.8,1742275,78.6885753382,79.5031444552,78.0263321443,78.5002905085,34845500,0.0,1.0
2020-08-24 00:00:00+00:00,1585.15,1608.78,1575.04,1592.47,1281893,79.1670285657,80.3471798984,78.6621055876,79.5326107813,25637860,0.0,1.0
2020-08-25 00:00:00+00:00,1605.85,1608.88,1577.88,1580.1,1257463,80.2008471263,80.352174191,78.8039434964,78.9148167913,25149260,0.0,1.0
2020-08-26 00:00:00+00:00,1644.13,1652.79,1600.9754,1606.3,2609363,82.1126623195,82.5451680555,79.957395341,80.2233214428,52187260,0.0,1.0
2020-08-27 00:00:00+00:00,1628.52,1647.99,1618.8137,1646.61,1567503,81.3330532504,82.3054420124,80.8482922313,82.2365207751,31350060,0.0,1.0
2020-08-28 00:00:00+00:00,1639.43,1641.35,1625.605,1629.47,1121195,81.877930569,81.9738209862,81.1874696222,81.3804990297,22423900,0.0,1.0
2020-08-31 00:00:00+00:00,1629.53,1644.5,1625.33,1643.57,1321097,81.3834956053,82.131141202,81.1737353176,82.0846942811,26421940,0.0,1.0
2020-09-01 00:00:00+00:00,1655.08,1659.22,1629.53,1632.16,1133766,82.6595373552,82.8663010673,81.3834956053,81.5148454997,22675320,0.0,1.0
2020-09-02 00:00:00+00:00,1717.39,1726.1022,1660.19,1668.01,2476072,85.7714810513,86.206593808,82.9147457052,83.3052993836,49521440,0.0,1.0
2020-09-03 00:00:00+00:00,1629.51,1700.0,1607.71,1699.52,3186287,81.3824967468,84.9029735746,80.293740968,84.8790009703,63725740,0.0,1.0
2020-09-04 00:00:00+00:00,1581.21,1634.99,1537.9701,1609.0,2792533,78.9702534387,81.6561839792,76.8107263287,80.358167342,55850660,0.0,1.0
2020-09-08 00:00:00+00:00,1523.6,1555.55,1516.5,1525.0,2701586,76.0930414931,77.688717967,75.7384467211,76.162961589,54031720,0.0,1.0
2020-09-09 00:00:00+00:00,1547.23,1558.72,1525.17,1548.9,1962078,77.2731928258,77.8470370413,76.1714518863,77.3565975116,39241560,0.0,1.0
2020-09-10 00:00:00+00:00,1526.05,1573.66,1520.0,1550.18,1651194,76.2154016609,78.5931843502,75.9132469608,77.4205244564,33023880,0.0,1.0
2020-09-11 00:00:00+00:00,1515.76,1538.695,1493.02,1528.15,1535337,75.7014889561,76.8469299555,74.5657868272,76.3202818047,30706740,0.0,1.0
